type,recording,context
same word twice in a row,interview-015,y might not understand it but there's no sentient being being who wouldn't recognize the quality of something l
same word twice in a row,interview-016,now what I find most interesting is like you know hearing hearing what artists think about this idea from a first p
same word twice in a row,interview-016,"hat each person that sort of hears this phrase or word word or whatever you want to call it, comes at it from"
same word twice in a row,interview-017,There's a warning sign. There's clouds clouds that are billowing from actually a chimney. This 
a / an mismatch,interview-018, they're so odd and different and unusual there's a eerie beauty to these that it's just and I like th
same word twice in a row,interview-018,m gonna stop a few more questions and we're gonna sure sure just ask them I'll talk about the collector since
same word twice in a row,interview-018,t's a very moving piece because our artists would never never stop developing digital vegetables only once per 
a / an mismatch,interview-018,"at you're doing or I'm doing that's coming out of a artist process. You know, it's a little more enter"
same word twice in a row,interview-019,Yeah so we used to have a small small room but in we in our college we have a system fr
same word twice in a row,interview-019, seeing and picking it's still your eye. You know seeing seeing what you want to see.
same word twice in a row,interview-019,"xtreme on the right side, the down bottom is on a leisure leisure and gravy try to understand continuously I'm usin"
same word twice in a row,interview-019,"itra, In my mixed media world, so when I am using text text person is as when I'm working as a tech specialis"
same word twice in a row,interview-019,"tographs are maximum either from. Srimoyee Mitra, Bombay Bombay I will not say Bombay it was it is a little far f"
a / an mismatch,interview-019," not for this he given me the chance, so there is a emotional touch, though it is a digital world, but"
same word twice in a row,interview-020,"Very much so. I think the Mediterranean, even even, you know, as you go further north in France, I t"
same word twice in a row,interview-020,end up but I do know that nine of them are in the art art substitute pavilion oh oh oh! Neat so except for 
same word twice in a row,interview-020,a lot of just you know people wanting to think of fearless fearless bravery eternal youth a mystic who heard voices t
a / an mismatch,interview-020,s that mystical quality about her and I put I put a initial r on her chest again with a modern that's 
same word twice in a row,interview-020, an issue that I ran into with my exhibit as well since since the ar that I had in that exhibit that just ended
same word twice in a row,interview-020,aking part in exhibitions continuing to meet with people people either one-on-one like on Zoom or going to the sa
same word twice in a row,interview-021,he background there okay that's cool yeah so it's fascinating fascinating synchronicities and I think I meant it was fascin
same word twice in a row,interview-021,"ose, that same group of people, Pollock, and that whole whole set of people. Ippolito came from Italy, I believ"
same word twice in a row,interview-021," of, of more abstract forms. They were out in the pop pop culture. So, but I was digging on, you know, liki"
a / an mismatch,interview-021,th some images sure okay cool I have sort of like a okay sort of like a slideshow here that I'm just s
same word twice in a row,interview-021,"zoom in more. So yeah, there's all these symmetry patterns patterns that Escher, he made zoomorphic patterns for all,"
same word twice in a row,interview-021,ere's an example of sort of an expressive drawing using using using using these polyhedral ideas. And you can s
same word twice in a row,interview-021,mple of sort of an expressive drawing using using using using these polyhedral ideas. And you can see these clu
same word twice in a row,interview-021,"ow, in that way. And maybe that's what, you know, makes makes art different from design, you know, in a sense, "
same word twice in a row,interview-021," like just some kind of like crazy version of it. Same same elements, but just kind of."
same word twice in a row,interview-021,"a really interesting, you know, how the treatment references references technology, you know, in the way that the images "
same word twice in a row,interview-021,ssed graphically you know as we as we can do with graphics graphics are when I say graphics I just as a general categ
same word twice in a row,interview-021, is all of this kind of chaotic jumble but if you look look again you'll see that the jumble is created by yo
same word twice in a row,interview-021,ts time she worked at soft image it was really an awesome awesome piece so I met I think I met roz during that time
same word twice in a row,interview-021,ionists because they were bringing in abstraction non non-objective form as they used to say and then there
same word twice in a row,interview-021,hat's an interesting portmanteau and the way that expressionism expressionism it just sort of flows phonetically but part of it
same word twice in a row,interview-021,d yeah all right victor until next time yeah it's great great to see you colin likewise
same word twice in a row,interview-022,a time in the hospital and then I would have this amazing amazing freedom when I came home at the at the ocean so t
same word twice in a row,interview-022,large some of them they ran between 20 inches and three three and a half feet and we sold this all the time peo
same word twice in a row,interview-023,e view works of art and that includes art made by technology technology well
same word twice in a row,interview-023,"also the consideration that. Once you've decided. Excuse excuse me, once you've decided that you want to use this"
a / an mismatch,interview-024,"assical position here. Began in 80, 81 when I was a artist in residence at the Art Institute in San Fr"
same word twice in a row,interview-026,f my present influences she is giving talks about young young art and alchemy and the alchemical imagination an
same word twice in a row,interview-026,e major impact of the Batman in themitation is me BAMF BAMF BAMF
same word twice in a row,interview-026, city to see shows and go to the museums together sixth sixth grade and he said that I was an artist he liked m
same word twice in a row,interview-027," book. All the different, you know, grade levels, elementary elementary through middle school. And yeah, really, there's "
same word twice in a row,interview-027,"n touch with the land, and Cycles and seasons and Weather weather's like really important. In my cultural. Lineage "
same word twice in a row,interview-027,and then bringing ritual back into practice.  And food Food's been a very important influential part of my fa
a / an mismatch,interview-027,e floor. There's a whiteboard. There's the we did a exquisite corpse with the audience together.  And 
same word twice in a row,interview-027,"nd because of the pandemic we were like building, building building, and then the pandemic hit, and this all kind of "
a / an mismatch,interview-027,enerative Artist making A dance that was built on a experimental score.  So it's always different ever
same word twice in a row,interview-027," we live in, you know. And. You know I was. I was talking talking about this to someone recently. How. Expressionis"
same word twice in a row,interview-027,"uratively. Or you know, there's this sort of very wide wide range of styles. And it would be a mistake, I thi"
same word twice in a row,interview-027," interesting to you know, really get some insight into into what the work is about, you know, and I think tha"
same word twice in a row,interview-027,"ut whatever it took to get people's attention, it showed showed people that.  You know, this is not A fringe situ"
same word twice in a row,interview-028,"man voice. In a digital age.  A co-founder of the verse verse, and a graduate of Harvard and Oxford. She has se"
same word twice in a row,interview-028,Absolutely absolutely so. Would you mind telling us a little bit about 
same word twice in a row,interview-028,n table. You know it was maybe a little different than than you know. Some of my friends households in that w
same word twice in a row,interview-028,"t's interesting. Yeah, I could definitely I could see see where you're coming from with that. I noticed in "
same word twice in a row,interview-028,"ke little kind of Jupiter notebooks, and you know various various sort of kind of beginner level code poems and thi"
same word twice in a row,interview-028,ctually be used to take one's own work and create new new things out of it. I think that's something that I
same word twice in a row,interview-028,"creating. You know, it opens the door to creating new new ideas and interesting things. So."
same word twice in a row,interview-028,now. Can you? Can you talk a little bit about the verse verse and what that's all about.
same word twice in a row,interview-029," or emerging from this early dolls work, which we're re-staging, with the original dancer, who's a good f"
same word twice in a row,roundtable-001,"Okay, I hope that came came across all right. So I am going to open up the co"
same word twice in a row,roundtable-001,hat is or is not expressing emotional experience. Most Most artists tend to be deeply involved into their wor
same word twice in a row,roundtable-001,"Oh, absolutely absolutely not so this is precisely what I do not mean you k"
doubled punctuation,roundtable-002,.. I wanted to talk a little bit about my animations
same word twice in a row,roundtable-002,"state two.  Touch, digit, finger, heart touch. My little little diagram up there. You're starting to touch the wo"
same word twice in a row,roundtable-002,"ng more confident. You know, I learned how to say bleep bleep. I guess we're on Techspressionism. We know that "
a / an mismatch,roundtable-003,"t I included. This work, however, was not part of a artist-scientist collaboration per se. Rather, I w"
same word twice in a row,roundtable-003,"ere's so much of it. And I wanted to add silicone silica silica, because I, because I like to do too much. This i"
same word twice in a row,roundtable-003,"t kind of curious as an artist, what that meshing between between not just science, but a particular area of expert"
same word twice in a row,roundtable-004,"er, they pull apart, and you've just had two dead white white blood cells at the moment. So I was looking insid"
same word twice in a row,roundtable-004,things and the computer being one of them so that icbm icbm missile mapping system was like wow you know it's
same word twice in a row,roundtable-004, just as way vanitas changed still life so it was clear clear that technology was going to offer the opportunit
same word twice in a row,roundtable-004,I appreciate both both of your perspectives and answers. I know from my 
same word twice in a row,roundtable-004,"ivity patterns like many things we always have to specialize specialize always specialize. But in the end, I think like k"
same word twice in a row,roundtable-005," of. And so, you know, Davo kind of really got me over over any trepidation I might have had for joining some"
same word twice in a row,roundtable-005,"rt of formal training? Was that important to you, either either in school or education wise? Or did you get a cha"
same word twice in a row,roundtable-005,"here was no defined explanation, and that kind of freed Freed me from. You know it allowed me to open up to abs"
same word twice in a row,roundtable-005,"as very useful, too. This very tight academic. We research research group with like happenings. And I just like, you "
same word twice in a row,roundtable-005,"nding that, like I can do something with this. It looks looks like I can play with this. And it's really intere"
same word twice in a row,roundtable-005,"hen taking it back into like pro everything I do, even even with video work. It's like I process, I process. "
same word twice in a row,roundtable-005,ad a chance to address yet that you're hoping for whatever whatever sort of forward looking answer you want to sort o
same word twice in a row,roundtable-006,"ng herself as an artist who uses a camera to make her her statements, her pictures, not a photographer. And"
a / an mismatch,presentation-001, First let's see if anyone in the maker space has a answer to that and then I would love to hear from 
a / an mismatch,presentation-002,this group. We have virtual co-working and we had a exhibition at the museum of contemporary art in Ur
missing space after a period or comma,presentation-003, are parts and pieces that we're assembling right now.So you can see that the arrows spin in 3D space. Whe
doubled punctuation,presentation-003,". Barry Sterman's neuropsychology lab in Sepulveda,, California. And he said, well, you can use my PDP"
missing space after a period or comma,presentation-003," did. These are the scientists that I was working with.Susanne Menden-Deuer is the head of the lab, the pri"
doubled punctuation,presentation-003, know whether that answers your question.  So well.. Would the people get excited kind of seeing simul
same word twice in a row,presentation-003,"Wonder somewhat how these scientists see see the work that you all have created. I mean Karen,"
same word twice in a row,presentation-003,eir work? Not only lectures but research journals etc etc Yeah they're very excited.  The scientists that I
missing space after a period or comma,presentation-003,there's still some inequities in publicity and in funding.So I think there's a lot there's a lot to do and the
missing space after a period or comma,presentation-004,"ch kind of moved around on the canvas and dropped lines.Another artist, another painter, who started working"
same word twice in a row,presentation-004,desktop could be told to dream fascinated me.  So here here's an example of some of his pseudo code. The idea
same word twice in a row,presentation-004,"crylic painting called Sky People, which was also done done in high school. We got our first family computer "
doubled punctuation,presentation-004,"so an open- source alternative called Inkscape. So,, those of you in the maker space, you might want t"
doubled punctuation,presentation-004, in raster it's a line of numbers in memory. Right.. And I think Yeah. I think it's interesting becaus
same word twice in a row,presentation-004,ut that wouldn't make them digital artists. Every almost almost every serious photographer on the planet is using
same word twice in a row,presentation-005,"encing as Visual Expression. My name is Lucy Boyd-Wilson Wilson. I'm an artist, a technologist, and a former anim"
same word twice in a row,presentation-005,to calculate a new pixel position and the program takes takes the pixel at the new position from the to calcula
space before punctuation,presentation-006,tually see? So maybe this is what they're seeing.  .
same word twice in a row,presentation-006,"scans are a usually handheld device that combines laser laser beams to position models, 3D objects and photogra"
same word twice in a row,presentation-006,ally aligned with the point cloud. So this is the laser laser beam that is produced by the laser. So here you s
sentence starts with a lowercase letter,presentation-006,"ng. This interaction of lines and forms, and the! stems from my early career creating Finnish fetish "
same word twice in a row,presentation-006,"Dorothea Lange, where the reason those images are such such powerful as they captured that moment. And the pe"
same word twice in a row,presentation-006, The place imposes a different something onto the individual individual. So I think that's what you're trying to do.
a / an mismatch,presentation-006,"t's not like you're trying to say, like, it's not an varioy. Something interesting, I mean it's kept, l"
a / an mismatch,presentation-007,", of water. And from this Goethe asked that he do a atlas of clouds for him being that Goethe was a su"
missing space after a period or comma,presentation-007,"ternet at Loop Art Critique which you can find at loop.Onland.io. I'm in a couple of museum collections, th"
missing space after a period or comma,presentation-008," way down to the ground, which makes it even more immersive.Many planetariums, these dome screen hovers above yo"
doubled punctuation,presentation-008,"? So, whoever wants to go for it, go for it.  Well,, for myself, I,, want to be,, creating environment"
doubled punctuation,presentation-008,"nts to go for it, go for it.  Well,, for myself, I,, want to be,, creating environments that entirely "
doubled punctuation,presentation-008," it, go for it.  Well,, for myself, I,, want to be,, creating environments that entirely surround the "
doubled punctuation,presentation-008,"center is closing in 10 minutes over in Qarshi. So,, it may I don't know if the noise outside is going"
doubled punctuation,presentation-008,"e noise outside is going to be really too loud. So,, but yeah, I mean, I think that 3D definitely chan"
same word twice in a row,presentation-008,"ss ourselves and to be inspired by each other. So many many thanks to all of you, and Cynthia, many thanks to"
doubled punctuation,presentation-008," you to summarize.  Well, it's been, I have to say,, as not only a moderator, but a participating arti"
doubled punctuation,presentation-008,"t only a moderator, but a participating artist and,, a viewer of many of the presentations that have b"
same word twice in a row,presentation-009,. It's just fun.  And also it really gives you an idea idea of the process rather than the end product you kn
same word twice in a row,presentation-009,"intings become more colorful, bright colors, like her her death that this would become a museum and a study"
same word twice in a row,presentation-009," technology for this talk today, we're not really including including video art and movies and things of that nature. W"
same word twice in a row,presentation-009," Warhol and of course he did many celebrities and things things that were very popular at the time, like the famo"
same word twice in a row,presentation-009,"ter, and he was the head of the art department at South South. And I grew up in Southampton College where my fa"
same word twice in a row,presentation-009,"awn digitally in Adobe Illustrator, using sort of wireframe wireframe tools.  And then projected and then I executed it"
same word twice in a row,presentation-009,o's a co-founder of the tech expression group was another another MFA computer arts student in that program with me
same word twice in a row,presentation-009,"e think of something.  So, so there's a series of pieces pieces that I have. Let me see if I can pull up a browse"
same word twice in a row,presentation-009," what made you take that image of that particular street street corner or something like that. So anyway, that's "
same word twice in a row,presentation-009,"So where is Renata Renata,"
